run_id,query_id,query_type,precision_at_10,ndcg_at_10,mean_relevance_at_10,mean_relevance_norm_at_10,high_relevance_rate_at_10,weak_or_irrelevant_rate_at_10,relevant_count_at_10,high_relevance_count_at_10,reciprocal_rank_at_10,high_relevance_reciprocal_rank_at_10,exploration_range_raw,exploration_range_norm,broad_summary_score,field_jaccard_mean_at_10,subfield_jaccard_mean_at_10,field_diversity_at_10,subfield_diversity_at_10,field_subfield_diversity_at_10,venue_pairwise_match_rate_at_10,venue_diversity_count_at_10,mean_citation_count_at_10,mean_reference_count_at_10,pooled_candidate_count,pooled_relevant_count,pooled_relevant_recall_at_10,pooled_high_relevance_recall_at_10,pooled_coverage_at_10,unique_paper_count_at_10,unique_relevant_count_at_10,overlap_jaccard_mean_at_10
massimo,q_004,broad,0.3000,0.7210,1.4000,0.4667,0.2000,0.7000,3,2,0.5000,0.5000,3,0.5000,0.3600,0.5370,0.5370,0.4630,0.4630,0.4630,0.0222,9,8.9000,48.3000,28,5,0.6000,0.6667,0.3571,8,2,0.0556
massimo,q_005,broad,0.8000,0.9690,2.5000,0.8333,0.7000,0.2000,8,7,1.0000,1.0000,4,0.7500,0.7850,0.7667,0.7667,0.2333,0.2333,0.2333,0.0444,8,36.7000,45.3000,21,11,0.7273,0.7000,0.4762,3,2,0.2917
massimo,q_006,broad,1.0000,0.9072,2.9000,0.9667,0.9000,0.0000,10,9,1.0000,0.5000,4,0.7500,0.9250,0.5926,0.5926,0.4074,0.4074,0.4074,0.1333,7,6.0000,32.9000,26,16,0.6250,0.6429,0.3846,6,6,0.1250
massimo,q_007,broad,0.4000,0.7592,1.6000,0.5333,0.2000,0.6000,4,2,0.5000,0.5000,3,0.5000,0.4300,0.7667,0.7667,0.2333,0.2333,0.2333,0.0000,9,1.7000,18.9000,25,7,0.5714,0.6667,0.4000,5,2,0.1438
massimo,q_008,broad,0.5000,0.9628,1.6000,0.5333,0.3000,0.5000,5,3,1.0000,1.0000,2,0.2500,0.4250,0.6352,0.7370,0.3648,0.2630,0.3139,0.0222,9,5.5000,31.0000,26,8,0.6250,1.0000,0.3846,6,1,0.1146
massimo,q_009,broad,0.8000,0.9590,2.3000,0.7667,0.5000,0.2000,8,5,1.0000,1.0000,3,0.5000,0.7100,0.6381,0.7000,0.3619,0.3000,0.3309,0.0000,10,5.5000,37.2000,28,22,0.3636,0.4545,0.3571,9,7,0.0263
massimo,q_010,broad,0.7000,0.9279,2.0000,0.6667,0.3000,0.3000,7,3,1.0000,1.0000,4,0.7500,0.7150,0.7407,0.7430,0.2593,0.2570,0.2581,0.0000,10,2.3000,20.6000,24,13,0.5385,0.7500,0.4167,6,5,0.1146
massimo,q_011,broad,0.1000,0.6513,1.0000,0.3333,0.1000,0.9000,1,1,0.2500,0.2500,2,0.2500,0.1450,0.6000,0.6000,0.4000,0.4000,0.4000,0.0833,7,35.7000,34.9000,28,3,0.3333,1.0000,0.3571,9,1,0.0263
massimo,q_012,broad,0.9000,0.8308,2.2000,0.7333,0.3000,0.1000,9,3,1.0000,0.3333,5,1.0000,0.9300,0.7241,0.7815,0.2759,0.2185,0.2472,0.0000,10,9.6000,27.8000,30,15,0.6000,0.6000,0.3333,10,9,0.0000
massimo,q_013,broad,1.0000,0.8476,2.4000,0.8000,0.4000,0.0000,10,4,1.0000,0.5000,5,1.0000,1.0000,0.4978,0.5907,0.5022,0.4093,0.4557,0.0833,7,9.5000,60.0000,27,15,0.6667,0.6667,0.3704,7,7,0.0882
massimo,q_014,broad,1.0000,0.9537,2.7000,0.9000,0.7000,0.0000,10,7,1.0000,1.0000,3,0.5000,0.8500,0.7370,0.7370,0.2630,0.2630,0.2630,0.0000,10,0.7000,30.8000,24,21,0.4762,0.4375,0.4167,5,5,0.1930
massimo,q_015,broad,1.0000,1.0000,3.0000,1.0000,1.0000,0.0000,10,10,1.0000,1.0000,4,0.7500,0.9250,0.6889,0.6889,0.3111,0.3111,0.3111,0.0000,10,9.3000,33.9000,21,18,0.5556,0.6667,0.4762,4,4,0.2500
massimo,q_016,broad,0.6000,0.9694,1.6000,0.5333,0.0000,0.4000,6,0,1.0000,0.0000,4,0.7500,0.6450,0.5389,0.5452,0.4611,0.4548,0.4579,0.0000,10,32.5000,58.2000,27,10,0.6000,0.0000,0.3704,8,4,0.0819
massimo,q_017,broad,0.9000,0.9900,2.7000,0.9000,0.8000,0.1000,9,8,1.0000,1.0000,5,1.0000,0.9300,0.4315,0.4519,0.5685,0.5481,0.5583,0.1556,6,15.7000,44.7000,24,15,0.6000,0.7273,0.4167,5,5,0.1930
massimo,q_018,broad,0.8000,0.9188,2.2000,0.7333,0.5000,0.2000,8,5,1.0000,1.0000,3,0.5000,0.7100,0.7667,0.5815,0.2333,0.4185,0.3259,0.0000,10,10.7000,60.1000,30,15,0.5333,0.7143,0.3333,10,8,0.0000
massimo,q_019,broad,1.0000,0.9386,2.6000,0.8667,0.6000,0.0000,10,6,1.0000,1.0000,3,0.5000,0.8500,0.8704,0.9333,0.1296,0.0667,0.0981,0.0000,10,27.2000,20.7000,29,27,0.3704,0.4615,0.3448,9,9,0.0263
massimo,q_020,broad,0.3000,0.8123,1.0000,0.3333,0.1000,0.7000,3,1,1.0000,0.5000,2,0.2500,0.2850,0.8222,0.8222,0.1778,0.1778,0.1778,0.0000,10,3.4000,17.7000,28,7,0.4286,0.5000,0.3571,8,3,0.0526
massimo,q_021,broad,1.0000,1.0000,3.0000,1.0000,1.0000,0.0000,10,10,1.0000,1.0000,5,1.0000,1.0000,0.6352,0.7111,0.3648,0.2889,0.3269,0.0000,10,40.3000,55.0000,29,11,0.9091,1.0000,0.3448,10,10,0.0000
massimo,q_022,broad,0.9000,0.8724,2.6000,0.8667,0.7000,0.1000,9,7,1.0000,0.5000,4,0.7500,0.8550,0.4070,0.4693,0.5930,0.5307,0.5619,0.0000,10,5.5000,47.8000,27,21,0.4286,0.4667,0.3704,7,6,0.0819
massimo,q_023,broad,0.6000,0.9649,2.0000,0.6667,0.4000,0.4000,6,4,1.0000,1.0000,4,0.7500,0.6450,0.4096,0.4485,0.5904,0.5515,0.5709,0.0000,10,14.3000,63.6000,26,10,0.6000,0.6667,0.3846,6,2,0.1250
massimo,q_024,broad,1.0000,0.8869,2.7000,0.9000,0.7000,0.0000,10,7,1.0000,0.5000,4,0.7500,0.9250,0.8815,0.8815,0.1185,0.1185,0.1185,0.0000,10,7.8000,21.7000,25,18,0.5556,0.5385,0.4000,5,5,0.1438
massimo,q_025,broad,0.7000,0.9207,2.2000,0.7333,0.5000,0.3000,7,5,1.0000,1.0000,4,0.7500,0.7150,0.5722,0.6259,0.4278,0.3741,0.4009,0.0833,7,10.9000,45.0000,27,13,0.5385,0.8333,0.3704,7,4,0.0819
massimo,q_026,broad,0.8000,0.9288,2.3000,0.7667,0.5000,0.2000,8,5,1.0000,1.0000,5,1.0000,0.8600,0.7889,0.8444,0.2111,0.1556,0.1833,0.0222,9,4.2000,27.7000,29,10,0.8000,1.0000,0.3448,9,7,0.0263
massimo,q_027,broad,0.2000,0.8720,1.3000,0.4333,0.2000,0.8000,2,2,1.0000,1.0000,3,0.5000,0.2900,0.6593,0.6593,0.3407,0.3407,0.3407,0.1333,7,1.9000,43.7000,28,4,0.5000,1.0000,0.3571,8,1,0.0556
massimo,q_028,broad,0.3000,0.7952,1.5000,0.5000,0.2000,0.7000,3,2,0.5000,0.5000,3,0.5000,0.3600,0.5815,0.6296,0.4185,0.3704,0.3944,0.1556,6,36.6000,40.6000,28,6,0.5000,0.6667,0.3571,8,1,0.0526
massimo,q_029,broad,0.6000,0.8214,1.9000,0.6333,0.3000,0.4000,6,3,1.0000,0.3333,4,0.7500,0.6450,0.5815,0.5815,0.4185,0.4185,0.4185,0.0000,10,7.9000,30.0000,24,8,0.7500,1.0000,0.4167,6,4,0.1765
massimo,q_030,broad,0.7000,0.8443,2.2000,0.7333,0.5000,0.3000,7,5,1.0000,0.5000,4,0.7500,0.7150,0.7333,0.7333,0.2667,0.2667,0.2667,0.0222,9,35.8000,32.6000,18,10,0.7000,0.7143,0.5556,1,0,0.4583
massimo,q_031,broad,0.8000,0.8357,2.2000,0.7333,0.4000,0.2000,8,4,1.0000,0.5000,4,0.7500,0.7850,0.6489,0.7111,0.3511,0.2889,0.3200,0.0000,8,4.5000,18.9000,25,11,0.7273,1.0000,0.4000,6,5,0.1438
massimo,q_032,broad,0.3000,0.6712,1.3000,0.4333,0.1000,0.7000,3,1,0.5000,0.1667,2,0.2500,0.2850,0.6315,0.6315,0.3685,0.3685,0.3685,0.0667,8,134.5000,74.3000,26,6,0.5000,0.3333,0.3846,7,1,0.0819
massimo,q_033,broad,1.0000,0.9942,2.9000,0.9667,0.9000,0.0000,10,9,1.0000,1.0000,4,0.7500,0.9250,0.6889,0.6889,0.3111,0.3111,0.3111,0.0000,10,9.3000,33.9000,21,18,0.5556,0.5625,0.4762,4,4,0.2500
massimo,q_034,broad,0.2000,0.9496,1.3000,0.4333,0.1000,0.8000,2,1,1.0000,1.0000,2,0.2500,0.2150,0.7333,0.7333,0.2667,0.2667,0.2667,0.0222,9,31.0000,47.3000,29,2,1.0000,1.0000,0.3448,9,2,0.0263
massimo,q_035,broad,0.2000,0.9714,1.2000,0.4000,0.1000,0.8000,2,1,1.0000,1.0000,3,0.5000,0.2900,0.5593,0.6000,0.4407,0.4000,0.4204,0.0222,9,18.2000,51.5000,30,4,0.5000,1.0000,0.3333,10,2,0.0000
massimo,q_036,broad,0.5000,0.7191,1.5000,0.5000,0.2000,0.5000,5,2,1.0000,0.1667,4,0.7500,0.5750,0.5767,0.4948,0.4233,0.5052,0.4643,0.0278,8,20.0000,61.3000,25,6,0.8333,1.0000,0.4000,5,3,0.1513
massimo,q_037,broad,0.3000,0.8780,1.4000,0.4667,0.2000,0.7000,3,2,1.0000,1.0000,3,0.5000,0.3600,0.4570,0.3611,0.5430,0.6389,0.5909,0.0667,8,10.7000,39.4000,29,4,0.7500,0.6667,0.3448,9,2,0.0263
massimo,q_038,broad,0.4000,0.7724,1.7000,0.5667,0.3000,0.6000,4,3,0.5000,0.5000,2,0.2500,0.3550,0.9333,1.0000,0.0667,0.0000,0.0333,0.0000,10,5.0000,20.4000,26,13,0.3077,0.3333,0.3846,6,2,0.1250
massimo,q_039,broad,0.5000,0.8074,1.6000,0.5333,0.2000,0.5000,5,2,1.0000,0.5000,3,0.5000,0.5000,0.5748,0.4896,0.4252,0.5104,0.4678,0.0833,7,1.7000,33.3000,28,6,0.8333,1.0000,0.3571,8,5,0.0556
massimo,q_040,broad,0.8000,0.9736,2.4000,0.8000,0.6000,0.2000,8,6,1.0000,1.0000,4,0.7500,0.7850,0.6044,0.6522,0.3956,0.3478,0.3717,0.0000,10,28.9000,41.2000,27,15,0.5333,0.6000,0.3704,7,5,0.0819
massimo,q_041,broad,0.5000,0.8636,1.3000,0.4333,0.0000,0.5000,5,0,1.0000,0.0000,4,0.7500,0.5750,0.5221,0.5533,0.4779,0.4467,0.4623,0.0000,10,35.7000,36.4000,28,9,0.5556,0.0000,0.3571,8,4,0.0526
massimo,q_042,broad,0.8000,0.9230,2.5000,0.8333,0.7000,0.2000,8,7,1.0000,1.0000,4,0.7500,0.7850,0.9000,1.0000,0.1000,0.0000,0.0500,0.0000,10,7.9000,39.7000,20,11,0.7273,0.7000,0.5000,3,2,0.3025
massimo,q_043,broad,0.5000,0.7913,2.0000,0.6667,0.5000,0.5000,5,5,0.5000,0.5000,4,0.7500,0.5750,0.5870,0.5870,0.4130,0.4130,0.4130,0.0222,9,15.7000,24.7000,23,7,0.7143,0.7143,0.4348,4,0,0.2132
massimo,q_044,broad,0.2000,0.9269,1.1000,0.3667,0.0000,0.8000,2,0,1.0000,0.0000,3,0.5000,0.2900,0.7815,0.7370,0.2185,0.2630,0.2407,0.0222,9,39.2000,28.3000,28,5,0.4000,,0.3571,8,1,0.0556
massimo,q_045,broad,0.5000,0.9721,1.5000,0.5000,0.0000,0.5000,5,0,1.0000,0.0000,4,0.7500,0.5750,0.5296,0.5407,0.4704,0.4593,0.4648,0.0667,8,8.0000,46.9000,25,8,0.6250,,0.4000,6,2,0.1438
massimo,q_046,broad,0.7000,0.9875,2.2000,0.7333,0.5000,0.3000,7,5,1.0000,1.0000,4,0.7500,0.7150,0.8222,0.8222,0.1778,0.1778,0.1778,0.0000,10,3.0000,9.7000,27,23,0.3043,0.5000,0.3704,8,5,0.0819
massimo,q_047,broad,0.4000,0.7961,1.4000,0.4667,0.0000,0.6000,4,0,0.3333,0.0000,2,0.2500,0.3550,0.6185,0.6185,0.3815,0.3815,0.3815,0.1333,7,16.6000,47.2000,23,8,0.5000,0.0000,0.4348,3,2,0.2692
massimo,q_048,broad,0.8000,0.9453,2.3000,0.7667,0.5000,0.2000,8,5,1.0000,1.0000,4,0.7500,0.7850,0.9333,0.9333,0.0667,0.0667,0.0667,0.0000,10,1.3000,15.7000,28,14,0.5714,0.6250,0.3571,8,6,0.0526
massimo,q_049,broad,0.4000,0.9327,1.3000,0.4333,0.0000,0.6000,4,0,1.0000,0.0000,3,0.5000,0.4300,0.3878,0.3759,0.6122,0.6241,0.6181,0.0000,10,21.0000,33.5000,29,14,0.2857,0.0000,0.3448,9,4,0.0263
massimo,q_050,broad,0.4000,0.9608,1.5000,0.5000,0.3000,0.6000,4,3,1.0000,1.0000,2,0.2500,0.3550,0.5222,0.5222,0.4778,0.4778,0.4778,0.0000,10,65.3000,84.9000,28,5,0.8000,1.0000,0.3571,8,4,0.0556
massimo,q_051,specific,0.0000,0.7845,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.8074,0.9333,0.1926,0.0667,0.1296,0.1333,7,10.7000,20.5000,30,1,0.0000,,0.3333,10,0,0.0000
massimo,q_052,specific,0.1000,0.6989,0.8000,0.2667,0.0000,0.9000,1,0,0.2500,0.0000,,,,0.6963,0.7037,0.3037,0.2963,0.3000,0.0222,9,7.5000,27.8000,28,1,1.0000,,0.3571,8,1,0.0556
massimo,q_053,specific,0.1000,0.9006,0.4000,0.1333,0.0000,0.9000,1,0,1.0000,0.0000,,,,0.8074,1.0000,0.1926,0.0000,0.0963,0.0000,10,20.9000,38.5000,30,1,1.0000,,0.3333,10,1,0.0000
massimo,q_054,specific,0.2000,0.8279,1.1000,0.3667,0.0000,0.8000,2,0,0.5000,0.0000,,,,0.4378,0.4952,0.5622,0.5048,0.5335,0.0000,9,76.8000,48.3000,27,4,0.5000,,0.3704,7,1,0.0882
massimo,q_055,specific,0.6000,0.6726,1.7000,0.5667,0.1000,0.4000,6,1,0.3333,0.1250,,,,0.7370,0.7370,0.2630,0.2630,0.2630,0.0222,9,15.2000,44.8000,23,6,1.0000,1.0000,0.4348,4,3,0.2406
massimo,q_056,specific,0.2000,0.9541,1.1000,0.3667,0.1000,0.8000,2,1,1.0000,1.0000,,,,0.5126,0.5111,0.4874,0.4889,0.4881,0.0000,8,20.2000,53.3000,27,2,1.0000,1.0000,0.3704,7,2,0.0882
massimo,q_057,specific,0.1000,0.8472,1.1000,0.3667,0.0000,0.9000,1,0,0.3333,0.0000,,,,0.6000,0.6000,0.4000,0.4000,0.4000,0.0000,10,4.5000,25.7000,21,2,0.5000,0.0000,0.4762,5,0,0.2132
massimo,q_058,specific,0.1000,0.5285,1.0000,0.3333,0.1000,0.9000,1,1,0.1000,0.1000,,,,0.7333,0.9000,0.2667,0.1000,0.1833,0.0222,9,96.3000,58.2000,25,1,1.0000,1.0000,0.4000,6,1,0.1513
massimo,q_059,specific,0.0000,0.9860,0.8000,0.2667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6889,0.8148,0.3111,0.1852,0.2481,0.0444,8,21.9000,45.6000,28,0,,,0.3571,9,0,0.0526
massimo,q_060,specific,0.1000,0.7765,1.0000,0.3333,0.0000,0.9000,1,0,0.1111,0.0000,,,,0.5174,0.6593,0.4826,0.3407,0.4117,0.0000,9,5.2000,54.3000,25,1,1.0000,,0.4000,5,0,0.1513
massimo,q_061,specific,0.4000,0.8141,1.5000,0.5000,0.1000,0.6000,4,1,1.0000,0.2000,,,,0.7370,0.9000,0.2630,0.1000,0.1815,0.0000,10,1.5000,20.2000,21,5,0.8000,1.0000,0.4762,4,0,0.3025
massimo,q_062,specific,0.1000,0.9869,1.0000,0.3333,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.9000,0.9000,0.1000,0.1000,0.1000,0.0000,10,16.6000,37.3000,26,1,1.0000,1.0000,0.3846,6,0,0.1146
massimo,q_063,specific,0.0000,0.9852,0.8000,0.2667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5852,0.6204,0.4148,0.3796,0.3972,0.0000,10,5.5000,28.5000,27,0,,,0.3704,7,0,0.0882
massimo,q_064,specific,0.2000,0.9496,1.3000,0.4333,0.1000,0.8000,2,1,1.0000,1.0000,,,,0.6204,0.6444,0.3796,0.3556,0.3676,0.0000,10,11.7000,21.8000,28,2,1.0000,1.0000,0.3571,8,0,0.0556
massimo,q_065,specific,0.1000,0.9924,0.9000,0.3000,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.5185,0.5093,0.4815,0.4907,0.4861,0.0000,10,19.1000,35.2000,25,1,1.0000,1.0000,0.4000,6,0,0.1513
massimo,q_066,specific,0.1000,0.7380,0.7000,0.2333,0.1000,0.9000,1,1,0.5000,0.5000,,,,0.6889,0.6889,0.3111,0.3111,0.3111,0.0000,10,46.0000,36.2000,26,1,1.0000,1.0000,0.3846,6,1,0.1111
massimo,q_067,specific,0.2000,0.9352,1.0000,0.3333,0.0000,0.8000,2,0,1.0000,0.0000,,,,0.9000,0.9000,0.1000,0.1000,0.1000,0.0889,7,11.5000,34.9000,26,2,1.0000,,0.3846,6,1,0.1146
massimo,q_068,specific,0.1000,1.0000,1.2000,0.4000,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.5693,0.6352,0.4307,0.3648,0.3978,0.0222,9,20.1000,51.7000,27,2,0.5000,1.0000,0.3704,7,1,0.0882
massimo,q_069,specific,0.4000,0.9324,1.7000,0.5667,0.3000,0.6000,4,3,1.0000,1.0000,,,,0.6593,0.7111,0.3407,0.2889,0.3148,0.0222,9,20.2000,34.5000,28,5,0.8000,0.7500,0.3571,9,3,0.0526
massimo,q_070,specific,0.1000,0.9243,0.3000,0.1000,0.0000,0.9000,1,0,1.0000,0.0000,,,,0.9000,0.9000,0.1000,0.1000,0.1000,0.1333,7,10.3000,41.0000,29,2,0.5000,,0.3448,9,1,0.0263
massimo,q_071,specific,0.4000,0.7491,1.5000,0.5000,0.2000,0.6000,4,2,0.5000,0.5000,,,,0.6889,0.7630,0.3111,0.2370,0.2741,0.0000,10,12.7000,27.3000,25,4,1.0000,1.0000,0.4000,6,3,0.1513
massimo,q_072,specific,0.1000,0.7342,0.6000,0.2000,0.0000,0.9000,1,0,0.3333,0.0000,,,,0.6000,0.6185,0.4000,0.3815,0.3907,0.0000,10,5.6000,22.8000,26,1,1.0000,,0.3846,6,0,0.1250
massimo,q_073,specific,0.2000,0.9791,1.0000,0.3333,0.1000,0.8000,2,1,1.0000,1.0000,,,,0.7222,0.9000,0.2778,0.1000,0.1889,0.0000,10,28.3000,47.3000,28,2,1.0000,1.0000,0.3571,8,0,0.0556
massimo,q_074,specific,0.0000,1.0000,0.7000,0.2333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5148,0.5148,0.4852,0.4852,0.4852,0.0222,9,4.6000,50.4000,25,0,,,0.4000,6,0,0.1513
massimo,q_075,specific,0.0000,0.7957,0.7000,0.2333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7630,0.7630,0.2370,0.2370,0.2370,0.0222,9,2.7000,27.9000,27,0,,,0.3704,7,0,0.0819
massimo,q_076,specific,0.4000,0.7539,1.2000,0.4000,0.0000,0.6000,4,0,0.2500,0.0000,,,,0.8444,0.8815,0.1556,0.1185,0.1370,0.0000,10,5.6000,32.7000,28,4,1.0000,,0.3571,8,3,0.0556
massimo,q_077,specific,0.2000,0.9762,1.2000,0.4000,0.1000,0.8000,2,1,1.0000,1.0000,,,,0.5926,0.5926,0.4074,0.4074,0.4074,0.0667,8,15.2000,45.6000,27,4,0.5000,0.5000,0.3704,7,1,0.0882
massimo,q_078,specific,0.1000,0.7740,1.0000,0.3333,0.0000,0.9000,1,0,0.1250,0.0000,,,,0.6444,0.6000,0.3556,0.4000,0.3778,0.0000,10,7.1000,32.5000,30,1,1.0000,,0.3333,10,1,0.0000
massimo,q_079,specific,0.2000,0.5832,1.1000,0.3667,0.2000,0.8000,2,2,0.2500,0.2500,,,,0.8222,0.9000,0.1778,0.1000,0.1389,0.1944,5,23.5000,40.8000,28,2,1.0000,1.0000,0.3571,8,2,0.0556
massimo,q_080,specific,0.4000,0.9526,1.7000,0.5667,0.3000,0.6000,4,3,1.0000,1.0000,,,,0.8222,0.8222,0.1778,0.1778,0.1778,0.0833,7,111.8000,81.2000,22,4,1.0000,1.0000,0.4545,4,1,0.2132
massimo,q_081,specific,0.0000,1.0000,1.0000,0.3333,0.0000,1.0000,0,0,0.0000,0.0000,,,,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,10,2.9000,20.3000,27,0,,,0.3704,10,0,0.0000
massimo,q_082,specific,0.1000,0.6986,1.0000,0.3333,0.1000,0.9000,1,1,0.3333,0.3333,,,,0.6259,0.6259,0.3741,0.3741,0.3741,0.0222,9,6.6000,52.5000,27,1,1.0000,1.0000,0.3704,7,0,0.0882
massimo,q_083,specific,0.0000,0.9972,0.9000,0.3000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5148,0.5889,0.4852,0.4111,0.4481,0.0889,7,7.7000,48.8000,29,0,,,0.3448,9,0,0.0263
massimo,q_084,specific,0.1000,1.0000,1.2000,0.4000,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.7259,0.7259,0.2741,0.2741,0.2741,0.0000,10,3.7000,31.8000,27,1,1.0000,1.0000,0.3704,7,0,0.0819
massimo,q_085,specific,0.0000,0.9877,0.6000,0.2000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6593,0.6593,0.3407,0.3407,0.3407,0.1667,6,16.6000,22.0000,28,0,,,0.3571,9,0,0.0526
massimo,q_086,specific,0.1000,0.7775,1.1000,0.3667,0.1000,0.9000,1,1,0.5000,0.5000,,,,0.6889,0.7185,0.3111,0.2815,0.2963,0.0833,7,11.5000,37.2000,29,1,1.0000,1.0000,0.3448,9,1,0.0263
massimo,q_087,specific,0.2000,0.8595,1.2000,0.4000,0.1000,0.8000,2,1,1.0000,0.5000,,,,0.6741,0.7370,0.3259,0.2630,0.2944,0.0667,8,38.6000,43.1000,26,3,0.6667,1.0000,0.3846,6,1,0.1146
massimo,q_088,specific,1.0000,0.9735,2.5000,0.8333,0.5000,0.0000,10,5,1.0000,1.0000,,,,0.8370,0.9000,0.1630,0.1000,0.1315,0.0000,10,5.2000,28.0000,23,11,0.9091,1.0000,0.4348,4,4,0.2222
massimo,q_089,specific,0.1000,0.6252,0.8000,0.2667,0.1000,0.9000,1,1,0.2500,0.2500,,,,0.6333,0.7370,0.3667,0.2630,0.3148,0.0667,8,21.4000,53.1000,26,1,1.0000,1.0000,0.3846,7,0,0.0882
massimo,q_090,specific,0.3000,0.9650,1.0000,0.3333,0.1000,0.7000,3,1,1.0000,1.0000,,,,0.6315,0.6315,0.3685,0.3685,0.3685,0.0000,10,30.6000,41.1000,28,3,1.0000,1.0000,0.3571,8,2,0.0556
massimo,q_091,specific,0.5000,0.9666,1.9000,0.6333,0.4000,0.5000,5,4,1.0000,1.0000,,,,0.6456,0.7019,0.3544,0.2981,0.3263,0.1111,6,9.7000,43.1000,24,5,1.0000,1.0000,0.4167,6,4,0.1765
massimo,q_092,specific,0.4000,0.8701,1.1000,0.3667,0.2000,0.6000,4,2,1.0000,1.0000,,,,0.6156,0.6352,0.3844,0.3648,0.3746,0.0000,10,22.2000,30.8000,26,5,0.8000,0.6667,0.3846,6,1,0.1111
massimo,q_093,specific,0.1000,0.4627,0.8000,0.2667,0.1000,0.9000,1,1,0.1000,0.1000,,,,0.6185,0.6185,0.3815,0.3815,0.3815,0.0444,8,72.5000,58.2000,25,1,1.0000,1.0000,0.4000,5,1,0.1438
massimo,q_094,specific,0.2000,0.7719,1.1000,0.3667,0.1000,0.8000,2,1,0.5000,0.5000,,,,0.6022,0.6167,0.3978,0.3833,0.3906,0.0222,9,11.4000,30.1000,27,4,0.5000,1.0000,0.3704,8,2,0.0819
massimo,q_095,specific,0.1000,0.9563,0.6000,0.2000,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.4841,0.4841,0.5159,0.5159,0.5159,0.1333,7,36.0000,30.7000,29,2,0.5000,1.0000,0.3448,9,0,0.0263
massimo,q_096,specific,0.1000,0.9497,0.8000,0.2667,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.4926,0.5463,0.5074,0.4537,0.4806,0.0889,7,33.6000,37.3000,27,2,0.5000,0.5000,0.3704,7,1,0.0882
massimo,q_097,specific,0.1000,0.9663,1.0000,0.3333,0.0000,0.9000,1,0,1.0000,0.0000,,,,0.7889,0.9000,0.2111,0.1000,0.1556,0.0000,10,19.9000,36.2000,26,2,0.5000,,0.3846,6,1,0.1111
massimo,q_098,specific,0.2000,0.8551,0.9000,0.3000,0.1000,0.8000,2,1,1.0000,0.5000,,,,0.3948,0.4463,0.6052,0.5537,0.5794,0.0222,9,26.2000,40.1000,28,2,1.0000,1.0000,0.3571,8,1,0.0526
massimo,q_099,specific,0.0000,0.6720,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5704,0.6185,0.4296,0.3815,0.4056,0.2222,6,15.0000,21.7000,29,1,0.0000,,0.3448,9,0,0.0263
massimo,q_100,specific,0.4000,0.9480,1.2000,0.4000,0.3000,0.6000,4,3,1.0000,1.0000,,,,0.6333,0.6333,0.3667,0.3667,0.3667,0.0556,7,121.5000,42.7000,26,4,1.0000,1.0000,0.3846,6,4,0.1250
